id,name,lat,lon,cuisine_type,halal_cert,price_range,has_prayer_room,address,phone,hours,notes,source,verified_date
HLR_BKK_387,ร้านอาหารฮุสนาฮาลาลฟู๊ด,13.72979,100.623819,,Unverified,,,ร้านอาหารฮุสนาฮาลาลฟู๊ด,,,,Google My Maps Export,
HLR_BKK_388,อัฟกอรี่ข้าวหน้าเป็ด ก๋วยเตี๋ยวรสเด็ด,13.7317192,100.6265155,,Unverified,,,อัฟกอรี่ข้าวหน้าเป็ด ก๋วยเตี๋ยวรสเด็ด,,,,Google My Maps Export,
HLR_BKK_389,ฮามาส ฮาลาลฟู้ด (Hamas Halal Food),13.7550935,100.5308858,,Unverified,,,ฮามาส ฮาลาลฟู้ด (Hamas Halal Food),,,,Google My Maps Export,
HLR_BKK_390,Gohnukbin Patongko Halal (Seri Market Branch),13.6863355,100.6474283,,Unverified,,,Gohnukbin Patongko Halal (Seri Market Branch),,,,Google My Maps Export,
HLR_BKK_391,IKROM HALAL FOODS (MOTORWAY ),13.7400639,100.6466248,,Unverified,,,IKROM HALAL FOODS (MOTORWAY ),,,,Google My Maps Export,
HLR_BKK_392,Sareena Muslim Restaurant,13.7399599,100.6467794,,Unverified,,,Sareena Muslim Restaurant,,,,Google My Maps Export,
HLR_BKK_393,Sareena Muslim Restaurant,13.7399599,100.6467794,,Unverified,,,Sareena Muslim Restaurant,,,,Google My Maps Export,
HLR_BKK_394,โรตีฟาติมะห์ สาขา 2,13.741304,100.6227906,,Unverified,,,โรตีฟาติมะห์ สาขา 2,,,,Google My Maps Export,
HLR_BKK_395,โรตีฟาติมะห์ สาขา 2,13.741304,100.6227906,,Unverified,,,โรตีฟาติมะห์ สาขา 2,,,,Google My Maps Export,
HLR_BKK_396,อาหารอิสลามยามเช้า ป้าอาอีซะห์ Halal Breakfast Aunty Aisah,13.7565643,100.5304848,,Unverified,,,อาหารอิสลามยามเช้า ป้าอาอีซะห์ Halal Breakfast Aunty Aisah,,,,Google My Maps Export,
HLR_BKK_397,ครัวป้าลิ้ม เคหะคลองจั่น,13.7702373,100.6488062,,Unverified,,,ครัวป้าลิ้ม เคหะคลองจั่น,,,,Google My Maps Export,
HLR_BKK_398,ข้าวหมกไก่ย่างบังฟารุก ชั้น2 โลตัสสำนักงานใหญ่ ร้านอาหารตามสั่ง 40 บาท อิสลาม นวมินทร์86 อร่อย ราคาถูก ผัดไท ราดหน้า กระเพรา,13.8253541,100.659572,,Unverified,,,ข้าวหมกไก่ย่างบังฟารุก ชั้น2 โลตัสสำนักงานใหญ่ ร้านอาหารตามสั่ง 40 บาท อิสลาม นวมินทร์86 อร่อย ราคาถูก ผัดไท ราดหน้า กระเพรา,,,,Google My Maps Export,
HLR_BKK_399,ร้านอิสลาม ข้าวหมกไก่ย่างบังฟารุก 39 บาท อิสลาม ฮาลาล ชั้น4 The Street Ratchada - Halal Food - 曼谷“邦发禄烤鸡”清真餐厅 รับทำข้าวกล่อง,13.7704702,100.5721329,,Unverified,,,ร้านอิสลาม ข้าวหมกไก่ย่างบังฟารุก 39 บาท อิสลาม ฮาลาล ชั้น4 The Street Ratchada - Halal Food - 曼谷“邦发禄烤鸡”清真餐厅 รับทำข้าวกล่อง,,,,Google My Maps Export,
HLR_BKK_400,ร้านอาหารอิสลาม 39 บาท ชั้น2 โรงพยาบาลราชวิถี อาคารเฉลิมพระเกียรติ ข้าวหมกไก่ย่างบังฟารุก,13.7640106,100.5353246,,Unverified,,,ร้านอาหารอิสลาม 39 บาท ชั้น2 โรงพยาบาลราชวิถี อาคารเฉลิมพระเกียรติ ข้าวหมกไก่ย่างบังฟารุก,,,,Google My Maps Export,
HLR_BKK_401,Roti Ong Halal Food,13.64423,100.498839,,Unverified,,,Roti Ong Halal Food,,,,Google My Maps Export,
HLR_BKK_402,Ibu Restaurant (Halal) | Malaysian Food,13.7241658,100.5226412,,Unverified,,,Ibu Restaurant (Halal) | Malaysian Food,,,,Google My Maps Export,
HLR_BKK_403,Martabak Ramunrin (Halal),13.7445893,100.5445541,,Unverified,,,Martabak Ramunrin (Halal),,,,Google My Maps Export,
HLR_BKK_404,Sofia halal food (Big C Foodpark),13.7470274,100.5416437,,Unverified,,,Sofia halal food (Big C Foodpark),,,,Google My Maps Export,
HLR_BKK_405,นครเลิศรส Nakhonlerdros,13.7264158,100.5087822,,Unverified,,,นครเลิศรส Nakhonlerdros,,,,Google My Maps Export,
HLR_BKK_406,Yu Sup Pochana (Khao Biryani) Halal,13.8367519,100.6048736,,Unverified,,,Yu Sup Pochana (Khao Biryani) Halal,,,,Google My Maps Export,
HLR_BKK_407,Chor-Ma-Lee Bistro (Terminal 21) Halal,13.7379219,100.5604662,,Unverified,,,Chor-Ma-Lee Bistro (Terminal 21) Halal,,,,Google My Maps Export,
HLR_BKK_408,Duck Noodle Shop (Halal) Charoen Krung 103,13.7012347,100.501701,,Unverified,,,Duck Noodle Shop (Halal) Charoen Krung 103,,,,Google My Maps Export,
HLR_BKK_409,Chan 49 (Halal),13.7082292,100.5164779,,Unverified,,,Chan 49 (Halal),,,,Google My Maps Export,
HLR_BKK_410,Noor ข้าวหมกไก่ เจริญนคร,13.7132957,100.5035635,,Unverified,,,Noor ข้าวหมกไก่ เจริญนคร,,,,Google My Maps Export,
HLR_BKK_411,Edited Noodle | Halal,13.6979979,100.49801,,Unverified,,,Edited Noodle | Halal,,,,Google My Maps Export,
HLR_BKK_412,บะหมี่อิ่มสำราญ,13.8475613,100.798791,,Unverified,,,บะหมี่อิ่มสำราญ,,,,Google My Maps Export,
HLR_BKK_413,ล้านบังมูฮัมหมัด ฮาลาลฟู้ด,13.8465348,100.7976864,,Unverified,,,ล้านบังมูฮัมหมัด ฮาลาลฟู้ด,,,,Google My Maps Export,
HLR_BKK_414,บาริย่า อาหารอินเดีย ฮาลาล,13.8460113,100.79663,,Unverified,,,บาริย่า อาหารอินเดีย ฮาลาล,,,,Google My Maps Export,
HLR_BKK_415,น้อนหมีมีหนม Halal Homemade,13.8496082,100.7990033,,Unverified,,,น้อนหมีมีหนม Halal Homemade,,,,Google My Maps Export,
HLR_BKK_416,ข้าวราดแกงA4,13.8440284,100.7940839,,Unverified,,,ข้าวราดแกงA4,,,,Google My Maps Export,
HLR_BKK_417,Monkey Suki Halal มีนบุรีคู้ขวา,13.8359217,100.7787616,,Unverified,,,Monkey Suki Halal มีนบุรีคู้ขวา,,,,Google My Maps Export,
HLR_BKK_418,ร้านก๋วยจั๊บญวนฮาลาล บังเฟิร์ส เด็กเส้น,13.7507192,100.5249057,,Unverified,,,ร้านก๋วยจั๊บญวนฮาลาล บังเฟิร์ส เด็กเส้น,,,,Google My Maps Export,
HLR_BKK_419,La Meet,13.7785517,100.5577373,,Unverified,,,La Meet,,,,Google My Maps Export,
HLR_BKK_420,Braised Beef Noodle Shop Halal,13.6966368,100.4990489,,Unverified,,,Braised Beef Noodle Shop Halal,,,,Google My Maps Export,
HLR_BKK_421,flowda,13.6944862,100.493878,,Unverified,,,flowda,,,,Google My Maps Export,
HLR_BKK_422,ร้านอาหารมุสลิม มาซีละห์,13.6943935,100.4936983,,Unverified,,,ร้านอาหารมุสลิม มาซีละห์,,,,Google My Maps Export,
HLR_BKK_423,ร้านกระเพาะปลา แม่โต้ (ฮาลาล),13.6939871,100.4950406,,Unverified,,,ร้านกระเพาะปลา แม่โต้ (ฮาลาล),,,,Google My Maps Export,
HLR_BKK_424,Almazaj Restaurant,13.7414352,100.6132541,,Unverified,,,Almazaj Restaurant,,,,Google My Maps Export,
HLR_BKK_425,Easy corner - halal,13.7409674,100.6143304,,Unverified,,,Easy corner - halal,,,,Google My Maps Export,
HLR_BKK_426,เหล่าม่า ฮาลาล โจ๊กฮ่องกง ติ่มซำกุ้งเด้ง,13.7498809,100.6738755,,Unverified,,,เหล่าม่า ฮาลาล โจ๊กฮ่องกง ติ่มซำกุ้งเด้ง,,,,Google My Maps Export,
HLR_BKK_427,the sheeq chicken halal สาขากรุงเทพกรีฑา,13.7391614,100.6911336,,Unverified,,,the sheeq chicken halal สาขากรุงเทพกรีฑา,,,,Google My Maps Export,
HLR_BKK_428,Bunker Burger (Halal) - บังเกอร์ เบอเกอร์ ฮาลาล,13.7499358,100.6493866,,Unverified,,,Bunker Burger (Halal) - บังเกอร์ เบอเกอร์ ฮาลาล,,,,Google My Maps Export,
HLR_BKK_429,Okinawa Halal Japanese Restaurant,13.9527178,100.4770851,,Unverified,,,Okinawa Halal Japanese Restaurant,,,,Google My Maps Export,
HLR_BKK_430,In Seoul BBQ Halal อินโซล ฮาลาล บุฟเฟ่ต์,13.6958235,100.6483922,,Unverified,,,In Seoul BBQ Halal อินโซล ฮาลาล บุฟเฟ่ต์,,,,Google My Maps Export,
HLR_BKK_431,Mommy Bagels & Bread,13.8021798,100.5125671,,Unverified,,,Mommy Bagels & Bread,,,,Google My Maps Export,
HLR_BKK_432,MeatLover Halal Restaurant Min Buri,13.8387856,100.7819762,,Unverified,,,MeatLover Halal Restaurant Min Buri,,,,Google My Maps Export,
HLR_BKK_433,The Sheeq Chicken Fried Halal,13.7393452,100.5934468,,Unverified,,,The Sheeq Chicken Fried Halal,,,,Google My Maps Export,
HLR_BKK_434,19 Burger krungthep kreetha 7,13.7532334,100.6566615,,Unverified,,,19 Burger krungthep kreetha 7,,,,Google My Maps Export,
HLR_BKK_435,AZIZ halal bread,13.743147,100.5777984,,Unverified,,,AZIZ halal bread,,,,Google My Maps Export,
HLR_BKK_436,ชาชักมาเลย์ - วาฟเฟิลแป้งนุ่ม Busree Waffle Halal,13.7498655,100.6021686,,Unverified,,,ชาชักมาเลย์ - วาฟเฟิลแป้งนุ่ม Busree Waffle Halal,,,,Google My Maps Export,
HLR_BKK_437,Waffle Bake Cafe’ วาฟเฟิล ฮาลาล,13.7039956,100.6854519,,Unverified,,,Waffle Bake Cafe’ วาฟเฟิล ฮาลาล,,,,Google My Maps Export,
HLR_BKK_438,FINE BITE halal burger & sandwich,13.7750916,100.6191557,,Unverified,,,FINE BITE halal burger & sandwich,,,,Google My Maps Export,
HLR_BKK_439,BB Cafe (Salad-Sandwiches halal&drinks),13.7663874,100.6576297,,Unverified,,,BB Cafe (Salad-Sandwiches halal&drinks),,,,Google My Maps Export,
HLR_BKK_440,FIN Burger,13.744666,100.6071624,,Unverified,,,FIN Burger,,,,Google My Maps Export,
HLR_BKK_441,In Seoul BBQ Halal Buffet อินโซล ฮาลาล บุฟเฟ่ต์ พระราม 9-รามคำแหง,13.7466749,100.6044858,,Unverified,,,In Seoul BBQ Halal Buffet อินโซล ฮาลาล บุฟเฟ่ต์ พระราม 9-รามคำแหง,,,,Google My Maps Export,
HLR_BKK_442,Mr.Shawarma Terminal21,13.7379219,100.5604662,,Unverified,,,Mr.Shawarma Terminal21,,,,Google My Maps Export,
HLR_BKK_443,Muna Shabu,13.7655023,100.6422891,,Unverified,,,Muna Shabu,,,,Google My Maps Export,
HLR_BKK_444,In Seoul BBQ Halal Buffet อินโซล ฮาลาล บุฟเฟ่ต์ พระราม 9-รามคำแหง,13.7466749,100.6044858,,Unverified,,,In Seoul BBQ Halal Buffet อินโซล ฮาลาล บุฟเฟ่ต์ พระราม 9-รามคำแหง,,,,Google My Maps Export,
HLR_BKK_445,Mandarin Suki & Dim Sum Buffet Halal Rama9-Ramkamhaeng,13.746855,100.6046675,,Unverified,,,Mandarin Suki & Dim Sum Buffet Halal Rama9-Ramkamhaeng,,,,Google My Maps Export,
HLR_BKK_446,Happy Halal Desserts,13.6947656,100.8317165,,Unverified,,,Happy Halal Desserts,,,,Google My Maps Export,
HLR_BKK_447,Hatake Halal Japanese Cuisine,13.6950193,100.8322215,,Unverified,,,Hatake Halal Japanese Cuisine,,,,Google My Maps Export,
HLR_BKK_448,Saima Food Master,13.7257165,100.5200861,,Unverified,,,Saima Food Master,,,,Google My Maps Export,
HLR_BKK_449,Canadian 1 For 1 Pizza,13.7203628,100.5660773,,Unverified,,,Canadian 1 For 1 Pizza,,,,Google My Maps Export,
HLR_BKK_450,Fahana Italian(halal)ร้านฟาฮาน่าอิตาเลี่ยนฟู้ดส์,13.7409014,100.6238777,,Unverified,,,Fahana Italian(halal)ร้านฟาฮาน่าอิตาเลี่ยนฟู้ดส์,,,,Google My Maps Export,
HLR_BKK_451,Sarah Halal Pizza,13.7971889,100.6692696,,Unverified,,,Sarah Halal Pizza,,,,Google My Maps Export,
HLR_BKK_452,Sara Pizza​ Halal​-สาขาพิศภิมุข คลอง5 ธัญบุรี​,14.010668,100.7152389,,Unverified,,,Sara Pizza​ Halal​-สาขาพิศภิมุข คลอง5 ธัญบุรี​,,,,Google My Maps Export,
HLR_BKK_453,CupFella Café,13.721146,100.6617652,,Unverified,,,CupFella Café,,,,Google My Maps Export,
HLR_BKK_454,BABBUNG BURGER,13.7599429,100.618318,,Unverified,,,BABBUNG BURGER,,,,Google My Maps Export,
HLR_BKK_455,The Beef Master by Company B,13.7455474,100.5303704,,Unverified,,,The Beef Master by Company B,,,,Google My Maps Export,
HLR_BKK_456,XIAN Halal - เซียน เนื้อตุ๋นฮาลาล,13.7737483,100.6414811,,Unverified,,,XIAN Halal - เซียน เนื้อตุ๋นฮาลาล,,,,Google My Maps Export,
HLR_BKK_457,มูฮำหมัด รสดี มีนบุรี,13.8483099,100.7870765,,Unverified,,,มูฮำหมัด รสดี มีนบุรี,,,,Google My Maps Export,
HLR_BKK_458,iCoffee (Roz Bakery Halal),13.7703308,100.6188574,,Unverified,,,iCoffee (Roz Bakery Halal),,,,Google My Maps Export,
HLR_BKK_459,ลี่หยาง ราษฎร์อุทิศ54 (Liyang),13.8401884,100.7863976,,Unverified,,,ลี่หยาง ราษฎร์อุทิศ54 (Liyang),,,,Google My Maps Export,
HLR_BKK_460,เหล่าหลงถัน Laolongtan Halal Hotpot,13.7615864,100.6345472,,Unverified,,,เหล่าหลงถัน Laolongtan Halal Hotpot,,,,Google My Maps Export,
HLR_BKK_461,Mama Fathima Cafeteria,13.7431212,100.5533823,,Unverified,,,Mama Fathima Cafeteria,,,,Google My Maps Export,
HLR_BKK_462,Mandarin Suki & Dim Sum Seacon Square,13.6936568,100.6485495,,Unverified,,,Mandarin Suki & Dim Sum Seacon Square,,,,Google My Maps Export,
HLR_BKK_463,Aladin Sushi & Cafe',13.7696208,100.5906376,,Unverified,,,Aladin Sushi & Cafe',,,,Google My Maps Export,
HLR_BKK_464,Mandarin Suki Dim Sum Halal Seacon Bangkae,13.7112053,100.4339768,,Unverified,,,Mandarin Suki Dim Sum Halal Seacon Bangkae,,,,Google My Maps Export,
HLR_BKK_465,MuslimDonut,13.7255272,100.5148909,,Unverified,,,MuslimDonut,,,,Google My Maps Export,
HLR_BKK_466,O-Bento Japanese Delivery,13.7376746,100.6412153,,Unverified,,,O-Bento Japanese Delivery,,,,Google My Maps Export,
HLR_BKK_467,Nuatair XIAN TIAW,13.7421336,100.5226686,,Unverified,,,Nuatair XIAN TIAW,,,,Google My Maps Export,
HLR_BKK_468,Suklert Burger & Halalfood,13.7423253,100.5239657,,Unverified,,,Suklert Burger & Halalfood,,,,Google My Maps Export,
HLR_BKK_469,Aya,13.7296056,100.6268569,,Unverified,,,Aya,,,,Google My Maps Export,
HLR_BKK_470,Bake Brown,13.7498743,100.6492354,,Unverified,,,Bake Brown,,,,Google My Maps Export,
HLR_BKK_471,Bake_Brown 2,13.7527687,100.6224662,,Unverified,,,Bake_Brown 2,,,,Google My Maps Export,
HLR_BKK_472,Nuatair Seacon Bangkae (Halal),13.7124333,100.4343745,,Unverified,,,Nuatair Seacon Bangkae (Halal),,,,Google My Maps Export,
HLR_BKK_473,Fahrenheit Bakery (Halal),13.7429634,100.5438028,,Unverified,,,Fahrenheit Bakery (Halal),,,,Google My Maps Export,
HLR_BKK_474,GLAUX BURGER (HALAL),13.742651,100.5622685,,Unverified,,,GLAUX BURGER (HALAL),,,,Google My Maps Export,
HLR_BKK_475,cozyloaf.Homemade Bakery Halal,13.8473913,100.7986638,,Unverified,,,cozyloaf.Homemade Bakery Halal,,,,Google My Maps Export,
HLR_BKK_476,นาริชา ฮาลาล (มหานาค),13.7518627,100.5158398,,Unverified,,,นาริชา ฮาลาล (มหานาค),,,,Google My Maps Export,
HLR_BKK_477,The halal breakfast อาหารเช้าฮาลาล,13.7526762,100.5167641,,Unverified,,,The halal breakfast อาหารเช้าฮาลาล,,,,Google My Maps Export,
HLR_BKK_478,ทัศนียา Burger HALAL,13.7498243,100.5406177,,Unverified,,,ทัศนียา Burger HALAL,,,,Google My Maps Export,
HLR_BKK_479,Red Istanbul Turkish Restaurant Halal food Bangkok (Kebab & Grill),13.7537971,100.5306873,,Unverified,,,Red Istanbul Turkish Restaurant Halal food Bangkok (Kebab & Grill),,,,Google My Maps Export,
HLR_BKK_480,Maedahrestaurant,13.753519,100.5397057,,Unverified,,,Maedahrestaurant,,,,Google My Maps Export,
HLR_BKK_481,AL-Waha Restaurant (Halal),13.772799,100.6382709,,Unverified,,,AL-Waha Restaurant (Halal),,,,Google My Maps Export,
HLR_BKK_482,Grillicious by Beirut _halal_ arabic restaurant,13.7379508,100.5604896,,Unverified,,,Grillicious by Beirut _halal_ arabic restaurant,,,,Google My Maps Export,
HLR_BKK_483,Champion Kebab & Turkish Ice Cream,13.7045125,100.5030195,,Unverified,,,Champion Kebab & Turkish Ice Cream,,,,Google My Maps Export,
HLR_BKK_484,Riverside Kebab (Halal),13.7447032,100.5016771,,Unverified,,,Riverside Kebab (Halal),,,,Google My Maps Export,
HLR_BKK_485,Ottoman Turkish Restaurant,13.7231696,100.5210617,,Unverified,,,Ottoman Turkish Restaurant,,,,Google My Maps Export,
HLR_BKK_486,Şaman Turkish Restaurant,13.7223386,100.5184399,,Unverified,,,Şaman Turkish Restaurant,,,,Google My Maps Export,
HLR_BKK_487,GIGI CHICKEN & KEBAB,13.7446505,100.5294532,,Unverified,,,GIGI CHICKEN & KEBAB,,,,Google My Maps Export,
HLR_BKK_488,Kebab Express Happy land,13.7684931,100.6426916,,Unverified,,,Kebab Express Happy land,,,,Google My Maps Export,
HLR_BKK_489,Ramazan Kabab,13.7988983,100.5508997,,Unverified,,,Ramazan Kabab,,,,Google My Maps Export,
HLR_BKK_490,Abu Ibrahim Halal Restaurant,13.7904974,100.5441548,,Unverified,,,Abu Ibrahim Halal Restaurant,,,,Google My Maps Export,
HLR_BKK_491,Rifai Kitchen @ Bangaor,13.8021681,100.5122469,,Unverified,,,Rifai Kitchen @ Bangaor,,,,Google My Maps Export,
HLR_BKK_492,Faruk Date Farm,13.8322584,100.7945616,,Unverified,,,Faruk Date Farm,,,,Google My Maps Export,
HLR_BKK_493,المطعم العراقي Iraqi Restaurant,13.7435868,100.5538533,,Unverified,,,المطعم العراقي Iraqi Restaurant,,,,Google My Maps Export,
HLR_BKK_494,Al-Yemen Al-Saeed Restaurant,13.7435235,100.5538708,,Unverified,,,Al-Yemen Al-Saeed Restaurant,,,,Google My Maps Export,
HLR_BKK_495,Ibrahim Restaurant,13.7435352,100.5536053,,Unverified,,,Ibrahim Restaurant,,,,Google My Maps Export,
HLR_BKK_496,شاورما الحاج محمود,13.743964,100.5531652,,Unverified,,,شاورما الحاج محمود,,,,Google My Maps Export,
HLR_BKK_497,Mahmoud Shawarma,13.742747,100.5535117,,Unverified,,,Mahmoud Shawarma,,,,Google My Maps Export,
HLR_BKK_498,FAT LAMB,13.7456716,100.6300443,,Unverified,,,FAT LAMB,,,,Google My Maps Export,
HLR_BKK_499,Pun le one,13.7450363,100.5304022,,Unverified,,,Pun le one,,,,Google My Maps Export,
HLR_BKK_500,Pun Le One,13.7339312,100.5285018,,Unverified,,,Pun Le One,,,,Google My Maps Export,
HLR_BKK_501,Arabesque,13.7379167,100.551709,,Unverified,,,Arabesque,,,,Google My Maps Export,
HLR_BKK_502,Dar Al-Yemen Restaurant Bangkok مطعم دار اليمن بانكوك,13.7052731,100.6457194,,Unverified,,,Dar Al-Yemen Restaurant Bangkok مطعم دار اليمن بانكوك,,,,Google My Maps Export,
HLR_BKK_503,Elbasha Turkish & Halal Lebanese Restaurant (Asok Branch),13.7324393,100.5610964,,Unverified,,,Elbasha Turkish & Halal Lebanese Restaurant (Asok Branch),,,,Google My Maps Export,
HLR_BKK_504,"KEBAB BOX (Halal, حلال)",13.7258974,100.5228335,,Unverified,,,"KEBAB BOX (Halal, حلال)",,,,Google My Maps Export,
HLR_BKK_505,Halal Raw Chicken & Meat Shops,0,0,,Unverified,,,Halal Raw Chicken & Meat Shops,,,,Google My Maps Export,
HLR_BKK_506,ร้านเนื้อฮาซันByบัยตุ้ลมาล ลาดพร้าว 119,13.7667395,100.6449453,,Unverified,,,ร้านเนื้อฮาซันByบัยตุ้ลมาล ลาดพร้าว 119,,,,Google My Maps Export,
HLR_BKK_507,LABAIK FRESH MART,13.7293321,100.5185118,,Unverified,,,LABAIK FRESH MART,,,,Google My Maps Export,
HLR_BKK_508,Ramkhamhaeng Halal Street Food,0,0,,Unverified,,,Ramkhamhaeng Halal Street Food,,,,Google My Maps Export,
HLR_BKK_509,Halal Street Food TungKru Plaza,0,0,,Unverified,,,Halal Street Food TungKru Plaza,,,,Google My Maps Export,
